inspection_id,road_id,inspection_date,inspector_agency,condition_score,surface_damage_pct,waterlogging_flag,drainage_status,remarks
INSP-0055-5,MA-RD-SEG-0055,2025-08-19,State PWD,33.4,20.5,TRUE,blocked,
INSP-0056-1,MA-RD-SEG-0056,2023-08-30,State PWD,76,35.2,TRUE,partial,
INSP-0056-2,MA-RD-SEG-0056,2024-02-26,State PWD,69.7,20.1,FALSE,none,
INSP-0056-3,MA-RD-SEG-0056,2024-08-24,State PWD,69.3,13.5,FALSE,good,
INSP-0056-4,MA-RD-SEG-0056,2025-02-20,Municipality,54.5,18.8,FALSE,partial,
INSP-0056-5,MA-RD-SEG-0056,2025-08-19,ThirdParty,44.3,18.8,FALSE,blocked,
INSP-0057-1,MA-RD-SEG-0057,2023-08-30,Municipality,63,29.3,FALSE,blocked,
INSP-0057-2,MA-RD-SEG-0057,2024-02-26,NHAI,59.9,9.6,TRUE,good,
INSP-0057-3,MA-RD-SEG-0057,2024-08-24,Municipality,53,28.1,TRUE,partial,
INSP-0057-4,MA-RD-SEG-0057,2025-02-20,ThirdParty,52.9,24.1,TRUE,none,
INSP-0057-5,MA-RD-SEG-0057,2025-08-19,State PWD,51.4,27.3,FALSE,good,
INSP-0058-1,MA-RD-SEG-0058,2023-08-30,State PWD,77,27.5,TRUE,none,
INSP-0058-2,MA-RD-SEG-0058,2024-02-26,State PWD,72.2,9.6,FALSE,good,
INSP-0058-3,MA-RD-SEG-0058,2024-08-24,Municipality,70.5,18.2,FALSE,blocked,
INSP-0058-4,MA-RD-SEG-0058,2025-02-20,Municipality,66.2,39.7,TRUE,partial,
INSP-0058-5,MA-RD-SEG-0058,2025-08-19,ThirdParty,54.2,20.8,FALSE,good,
INSP-0059-1,MA-RD-SEG-0059,2023-08-30,State PWD,62,16.8,FALSE,good,
INSP-0059-2,MA-RD-SEG-0059,2024-02-26,Municipality,56.1,29.9,TRUE,partial,
INSP-0059-3,MA-RD-SEG-0059,2024-08-24,ThirdParty,57.6,37.5,TRUE,good,
INSP-0059-4,MA-RD-SEG-0059,2025-02-20,ThirdParty,45.1,27.9,FALSE,blocked,
INSP-0059-5,MA-RD-SEG-0059,2025-08-19,Municipality,48,34.5,TRUE,none,
INSP-0060-1,MA-RD-SEG-0060,2023-08-30,State PWD,76,13.6,FALSE,good,
INSP-0060-2,MA-RD-SEG-0060,2024-02-26,Municipality,72.5,20.7,TRUE,good,
INSP-0060-3,MA-RD-SEG-0060,2024-08-24,ThirdParty,70.5,1,FALSE,none,
INSP-0060-4,MA-RD-SEG-0060,2025-02-20,Municipality,66.2,27,FALSE,none,
INSP-0060-5,MA-RD-SEG-0060,2025-08-19,State PWD,57.5,5.3,TRUE,none,
INSP-0061-1,MA-RD-SEG-0061,2023-08-30,State PWD,66,36,FALSE,good,
INSP-0061-2,MA-RD-SEG-0061,2024-02-26,Municipality,63,15.6,FALSE,good,
INSP-0061-3,MA-RD-SEG-0061,2024-08-24,ThirdParty,53.9,3.2,TRUE,good,
INSP-0061-4,MA-RD-SEG-0061,2025-02-20,Municipality,50.3,2.9,FALSE,partial,
INSP-0061-5,MA-RD-SEG-0061,2025-08-19,NHAI,57.8,25.8,FALSE,none,
INSP-0062-1,MA-RD-SEG-0062,2023-08-30,Municipality,70,12.6,FALSE,good,
INSP-0062-2,MA-RD-SEG-0062,2024-02-26,Municipality,63.2,13.2,FALSE,partial,
INSP-0062-3,MA-RD-SEG-0062,2024-08-24,NHAI,59.8,31,FALSE,good,
INSP-0062-4,MA-RD-SEG-0062,2025-02-20,State PWD,55.9,30.4,FALSE,none,
INSP-0062-5,MA-RD-SEG-0062,2025-08-19,NHAI,40.1,17.7,FALSE,partial,
INSP-0063-1,MA-RD-SEG-0063,2023-08-30,State PWD,84,20.7,FALSE,partial,
INSP-0063-2,MA-RD-SEG-0063,2024-02-26,State PWD,77,25.4,FALSE,blocked,
INSP-0063-3,MA-RD-SEG-0063,2024-08-24,Municipality,68.7,15.7,FALSE,blocked,
INSP-0063-4,MA-RD-SEG-0063,2025-02-20,ThirdParty,76.5,27.2,TRUE,blocked,
INSP-0063-5,MA-RD-SEG-0063,2025-08-19,ThirdParty,61.7,6.5,FALSE,none,
INSP-0064-1,MA-RD-SEG-0064,2023-08-30,NHAI,75,36.9,FALSE,none,
INSP-0064-2,MA-RD-SEG-0064,2024-02-26,ThirdParty,69.8,11.9,FALSE,partial,
INSP-0064-3,MA-RD-SEG-0064,2024-08-24,Municipality,60.6,11.4,FALSE,partial,
INSP-0064-4,MA-RD-SEG-0064,2025-02-20,Municipality,63.8,7.5,TRUE,good,
INSP-0064-5,MA-RD-SEG-0064,2025-08-19,ThirdParty,62.1,34.3,TRUE,partial,
INSP-0065-1,MA-RD-SEG-0065,2023-08-30,State PWD,61,16.6,TRUE,blocked,
INSP-0065-2,MA-RD-SEG-0065,2024-02-26,Municipality,58.4,1.4,FALSE,partial,
INSP-0065-3,MA-RD-SEG-0065,2024-08-24,NHAI,53.2,4.3,FALSE,blocked,
INSP-0065-4,MA-RD-SEG-0065,2025-02-20,Municipality,41.5,3,FALSE,partial,
INSP-0065-5,MA-RD-SEG-0065,2025-08-19,State PWD,31.1,22,FALSE,none,
INSP-0066-1,MA-RD-SEG-0066,2023-08-30,State PWD,73,33.8,TRUE,none,
INSP-0066-2,MA-RD-SEG-0066,2024-02-26,NHAI,68.3,39.8,TRUE,blocked,
INSP-0066-3,MA-RD-SEG-0066,2024-08-24,ThirdParty,57.1,9.4,FALSE,good,
INSP-0066-4,MA-RD-SEG-0066,2025-02-20,State PWD,62.8,1.8,FALSE,blocked,
INSP-0066-5,MA-RD-SEG-0066,2025-08-19,Municipality,47.8,18.7,FALSE,blocked,
INSP-0067-1,MA-RD-SEG-0067,2023-08-30,ThirdParty,85,31.1,TRUE,blocked,
INSP-0067-2,MA-RD-SEG-0067,2024-02-26,Municipality,77.5,33.6,FALSE,good,
INSP-0067-3,MA-RD-SEG-0067,2024-08-24,NHAI,79.9,30.1,TRUE,good,
INSP-0067-4,MA-RD-SEG-0067,2025-02-20,ThirdParty,62.7,35.4,TRUE,good,
INSP-0067-5,MA-RD-SEG-0067,2025-08-19,Municipality,60.6,34,FALSE,partial,
INSP-0068-1,MA-RD-SEG-0068,2023-08-30,NHAI,75,24.9,TRUE,blocked,
INSP-0068-2,MA-RD-SEG-0068,2024-02-26,State PWD,72.1,22.3,FALSE,good,
INSP-0068-3,MA-RD-SEG-0068,2024-08-24,NHAI,62.2,2.4,FALSE,partial,
INSP-0068-4,MA-RD-SEG-0068,2025-02-20,ThirdParty,67.2,26.8,TRUE,partial,
INSP-0068-5,MA-RD-SEG-0068,2025-08-19,NHAI,60.4,8,FALSE,partial,
INSP-0069-1,MA-RD-SEG-0069,2023-08-30,NHAI,65,5.2,TRUE,none,
INSP-0069-2,MA-RD-SEG-0069,2024-02-26,State PWD,60.3,17,FALSE,none,
INSP-0069-3,MA-RD-SEG-0069,2024-08-24,ThirdParty,49.4,13.7,FALSE,good,
INSP-0069-4,MA-RD-SEG-0069,2025-02-20,NHAI,50.1,32.3,TRUE,none,
INSP-0069-5,MA-RD-SEG-0069,2025-08-19,State PWD,34,19.1,FALSE,none,
INSP-0070-1,MA-RD-SEG-0070,2023-08-30,ThirdParty,80,28.1,FALSE,none,
INSP-0070-2,MA-RD-SEG-0070,2024-02-26,NHAI,77.9,28.9,TRUE,good,
INSP-0070-3,MA-RD-SEG-0070,2024-08-24,ThirdParty,72.5,6.3,FALSE,blocked,
INSP-0070-4,MA-RD-SEG-0070,2025-02-20,NHAI,57.7,11.7,FALSE,blocked,
INSP-0070-5,MA-RD-SEG-0070,2025-08-19,Municipality,51.6,16.1,FALSE,blocked,
INSP-0071-1,MA-RD-SEG-0071,2023-08-30,NHAI,87,24.7,FALSE,good,
INSP-0071-2,MA-RD-SEG-0071,2024-02-26,State PWD,82.2,29,FALSE,none,
INSP-0071-3,MA-RD-SEG-0071,2024-08-24,State PWD,78.2,24.6,TRUE,partial,
INSP-0071-4,MA-RD-SEG-0071,2025-02-20,ThirdParty,63.6,4.6,TRUE,partial,
INSP-0071-5,MA-RD-SEG-0071,2025-08-19,NHAI,66.5,31.4,FALSE,partial,
INSP-0072-1,MA-RD-SEG-0072,2023-08-30,ThirdParty,61,31.7,FALSE,good,
INSP-0072-2,MA-RD-SEG-0072,2024-02-26,State PWD,58.6,16,TRUE,partial,
INSP-0072-3,MA-RD-SEG-0072,2024-08-24,NHAI,46.4,1.7,FALSE,none,
INSP-0072-4,MA-RD-SEG-0072,2025-02-20,NHAI,52.1,38.6,TRUE,none,
INSP-0072-5,MA-RD-SEG-0072,2025-08-19,NHAI,45.8,33,TRUE,none,
INSP-0073-1,MA-RD-SEG-0073,2023-08-30,NHAI,71,3.3,FALSE,blocked,
INSP-0073-2,MA-RD-SEG-0073,2024-02-26,NHAI,64.7,19.5,FALSE,good,
INSP-0073-3,MA-RD-SEG-0073,2024-08-24,ThirdParty,63.7,19.5,TRUE,none,
INSP-0073-4,MA-RD-SEG-0073,2025-02-20,State PWD,52.4,24.3,FALSE,blocked,
INSP-0073-5,MA-RD-SEG-0073,2025-08-19,Municipality,55.1,28,TRUE,good,
INSP-0074-1,MA-RD-SEG-0074,2023-08-30,State PWD,76,30.9,TRUE,blocked,
INSP-0074-2,MA-RD-SEG-0074,2024-02-26,Municipality,70.4,29.9,FALSE,none,
INSP-0074-3,MA-RD-SEG-0074,2024-08-24,Municipality,62.7,22.3,FALSE,good,
INSP-0074-4,MA-RD-SEG-0074,2025-02-20,ThirdParty,67,1.6,TRUE,partial,
INSP-0074-5,MA-RD-SEG-0074,2025-08-19,ThirdParty,46.2,39.1,TRUE,good,
INSP-0075-1,MA-RD-SEG-0075,2023-08-30,ThirdParty,76,34.5,FALSE,none,
INSP-0075-2,MA-RD-SEG-0075,2024-02-26,Municipality,70.1,31,TRUE,none,
INSP-0075-3,MA-RD-SEG-0075,2024-08-24,State PWD,65.6,28.7,FALSE,blocked,
INSP-0075-4,MA-RD-SEG-0075,2025-02-20,NHAI,59.1,34.9,TRUE,none,
INSP-0075-5,MA-RD-SEG-0075,2025-08-19,State PWD,46.4,3.3,FALSE,none,
INSP-0076-1,MA-RD-SEG-0076,2023-08-30,NHAI,62,3.9,FALSE,good,
INSP-0076-2,MA-RD-SEG-0076,2024-02-26,ThirdParty,56.6,30.4,TRUE,good,
INSP-0076-3,MA-RD-SEG-0076,2024-08-24,Municipality,49.5,11.8,FALSE,partial,
INSP-0076-4,MA-RD-SEG-0076,2025-02-20,Municipality,49.3,13.1,TRUE,partial,
INSP-0076-5,MA-RD-SEG-0076,2025-08-19,Municipality,36.2,17.6,TRUE,partial,
INSP-0077-1,MA-RD-SEG-0077,2023-08-30,ThirdParty,62,30.1,TRUE,partial,
INSP-0077-2,MA-RD-SEG-0077,2024-02-26,ThirdParty,56.6,9.3,FALSE,blocked,
INSP-0077-3,MA-RD-SEG-0077,2024-08-24,ThirdParty,46.3,13.7,TRUE,good,
INSP-0077-4,MA-RD-SEG-0077,2025-02-20,NHAI,40.1,8.4,TRUE,none,
INSP-0077-5,MA-RD-SEG-0077,2025-08-19,NHAI,31.2,11,FALSE,none,
INSP-0078-1,MA-RD-SEG-0078,2023-08-30,Municipality,79,36.3,FALSE,none,
INSP-0078-2,MA-RD-SEG-0078,2024-02-26,ThirdParty,74.5,31.2,FALSE,good,
INSP-0078-3,MA-RD-SEG-0078,2024-08-24,Municipality,65.1,30.2,TRUE,good,
INSP-0078-4,MA-RD-SEG-0078,2025-02-20,ThirdParty,58.9,25.6,TRUE,none,
INSP-0078-5,MA-RD-SEG-0078,2025-08-19,State PWD,52.9,9.6,FALSE,blocked,
INSP-0079-1,MA-RD-SEG-0079,2023-08-30,ThirdParty,62,15.2,FALSE,partial,
INSP-0079-2,MA-RD-SEG-0079,2024-02-26,Municipality,57.4,12.6,TRUE,none,
INSP-0079-3,MA-RD-SEG-0079,2024-08-24,NHAI,50.5,24.9,FALSE,none,
INSP-0079-4,MA-RD-SEG-0079,2025-02-20,ThirdParty,44.4,11.1,FALSE,none,
INSP-0079-5,MA-RD-SEG-0079,2025-08-19,Municipality,41.9,14.3,TRUE,partial,
INSP-0080-1,MA-RD-SEG-0080,2023-08-30,NHAI,60,11.8,FALSE,none,
INSP-0080-2,MA-RD-SEG-0080,2024-02-26,ThirdParty,53.1,22.2,TRUE,good,
INSP-0080-3,MA-RD-SEG-0080,2024-08-24,State PWD,47.6,23.1,TRUE,blocked,
INSP-0080-4,MA-RD-SEG-0080,2025-02-20,ThirdParty,53.2,35.4,FALSE,blocked,
INSP-0080-5,MA-RD-SEG-0080,2025-08-19,NHAI,31.7,32.1,TRUE,partial,
INSP-0081-1,MA-RD-SEG-0081,2023-08-30,NHAI,74,37.8,FALSE,partial,
INSP-0081-2,MA-RD-SEG-0081,2024-02-26,State PWD,69.7,27.1,TRUE,good,
INSP-0081-3,MA-RD-SEG-0081,2024-08-24,ThirdParty,59.6,31.7,FALSE,none,
INSP-0081-4,MA-RD-SEG-0081,2025-02-20,State PWD,61.9,32.6,TRUE,partial,
INSP-0081-5,MA-RD-SEG-0081,2025-08-19,ThirdParty,56.4,10.1,FALSE,blocked,
INSP-0082-1,MA-RD-SEG-0082,2023-08-30,Municipality,88,34.8,FALSE,blocked,
INSP-0082-2,MA-RD-SEG-0082,2024-02-26,ThirdParty,83.7,5.2,TRUE,blocked,
INSP-0082-3,MA-RD-SEG-0082,2024-08-24,ThirdParty,79.2,3.1,FALSE,none,
INSP-0082-4,MA-RD-SEG-0082,2025-02-20,State PWD,75.5,22.7,FALSE,blocked,
INSP-0082-5,MA-RD-SEG-0082,2025-08-19,Municipality,58.7,38.6,TRUE,blocked,
INSP-0083-1,MA-RD-SEG-0083,2023-08-30,ThirdParty,65,30.3,FALSE,partial,
INSP-0083-2,MA-RD-SEG-0083,2024-02-26,ThirdParty,58.7,12.2,FALSE,partial,
INSP-0083-3,MA-RD-SEG-0083,2024-08-24,ThirdParty,49.7,20.5,TRUE,good,
INSP-0083-4,MA-RD-SEG-0083,2025-02-20,Municipality,55.8,10.2,TRUE,none,
INSP-0083-5,MA-RD-SEG-0083,2025-08-19,State PWD,33.1,13.4,TRUE,blocked,
INSP-0084-1,MA-RD-SEG-0084,2023-08-30,Municipality,78,14.3,FALSE,partial,
INSP-0084-2,MA-RD-SEG-0084,2024-02-26,ThirdParty,74.8,38.5,FALSE,good,
INSP-0084-3,MA-RD-SEG-0084,2024-08-24,NHAI,68.7,18.1,TRUE,partial,
INSP-0084-4,MA-RD-SEG-0084,2025-02-20,State PWD,63.3,18.7,FALSE,partial,
INSP-0084-5,MA-RD-SEG-0084,2025-08-19,ThirdParty,63.6,19.9,TRUE,blocked,
INSP-0085-1,MA-RD-SEG-0085,2023-08-30,Municipality,76,3.7,FALSE,partial,
INSP-0085-2,MA-RD-SEG-0085,2024-02-26,NHAI,73.6,3,FALSE,blocked,
INSP-0085-3,MA-RD-SEG-0085,2024-08-24,NHAI,71.1,29.1,TRUE,blocked,
INSP-0085-4,MA-RD-SEG-0085,2025-02-20,Municipality,61.8,13.6,FALSE,none,
INSP-0085-5,MA-RD-SEG-0085,2025-08-19,ThirdParty,65.2,8.2,TRUE,none,
INSP-0086-1,MA-RD-SEG-0086,2023-08-30,NHAI,61,28.1,FALSE,good,
INSP-0086-2,MA-RD-SEG-0086,2024-02-26,ThirdParty,53.1,27.1,FALSE,partial,
INSP-0086-3,MA-RD-SEG-0086,2024-08-24,NHAI,49,6.3,FALSE,partial,
INSP-0086-4,MA-RD-SEG-0086,2025-02-20,Municipality,53,6.1,TRUE,good,
INSP-0086-5,MA-RD-SEG-0086,2025-08-19,NHAI,43.5,39.1,TRUE,blocked,
INSP-0087-1,MA-RD-SEG-0087,2023-08-30,ThirdParty,64,38.1,TRUE,good,
INSP-0087-2,MA-RD-SEG-0087,2024-02-26,NHAI,61.9,14.6,TRUE,good,
INSP-0087-3,MA-RD-SEG-0087,2024-08-24,NHAI,50.9,10.1,TRUE,none,
INSP-0087-4,MA-RD-SEG-0087,2025-02-20,State PWD,48.7,8,TRUE,none,
INSP-0087-5,MA-RD-SEG-0087,2025-08-19,ThirdParty,40.3,20.6,FALSE,none,
INSP-0088-1,MA-RD-SEG-0088,2023-08-30,Municipality,90,8.2,FALSE,good,
INSP-0088-2,MA-RD-SEG-0088,2024-02-26,ThirdParty,82.3,26.7,TRUE,blocked,
INSP-0088-3,MA-RD-SEG-0088,2024-08-24,State PWD,83.1,11.2,TRUE,good,
INSP-0088-4,MA-RD-SEG-0088,2025-02-20,State PWD,67,23.2,TRUE,good,
INSP-0088-5,MA-RD-SEG-0088,2025-08-19,State PWD,58.4,19.5,TRUE,good,
INSP-0089-1,MA-RD-SEG-0089,2023-08-30,Municipality,75,24.5,TRUE,partial,
INSP-0089-2,MA-RD-SEG-0089,2024-02-26,ThirdParty,68.5,15.4,FALSE,blocked,
INSP-0089-3,MA-RD-SEG-0089,2024-08-24,State PWD,61.5,23.4,FALSE,none,
INSP-0089-4,MA-RD-SEG-0089,2025-02-20,Municipality,57.4,37.6,FALSE,blocked,
INSP-0089-5,MA-RD-SEG-0089,2025-08-19,State PWD,63.3,5.8,FALSE,none,
INSP-0090-1,MA-RD-SEG-0090,2023-08-30,Municipality,73,34.4,TRUE,good,
INSP-0090-2,MA-RD-SEG-0090,2024-02-26,NHAI,67.4,12.1,FALSE,good,
INSP-0090-3,MA-RD-SEG-0090,2024-08-24,Municipality,59,23,TRUE,good,
INSP-0090-4,MA-RD-SEG-0090,2025-02-20,ThirdParty,65.2,27.3,FALSE,blocked,
INSP-0090-5,MA-RD-SEG-0090,2025-08-19,NHAI,52.3,7.1,TRUE,none,
INSP-0091-1,MA-RD-SEG-0091,2023-08-30,ThirdParty,90,10.9,FALSE,good,
INSP-0091-2,MA-RD-SEG-0091,2024-02-26,ThirdParty,87.1,30.2,TRUE,none,
INSP-0091-3,MA-RD-SEG-0091,2024-08-24,State PWD,81.4,33.8,TRUE,none,
INSP-0091-4,MA-RD-SEG-0091,2025-02-20,NHAI,81.1,3.6,TRUE,good,
INSP-0091-5,MA-RD-SEG-0091,2025-08-19,State PWD,75,20.1,TRUE,blocked,
INSP-0092-1,MA-RD-SEG-0092,2023-08-30,ThirdParty,83,32,TRUE,none,
INSP-0092-2,MA-RD-SEG-0092,2024-02-26,Municipality,79.7,17.3,TRUE,blocked,
INSP-0092-3,MA-RD-SEG-0092,2024-08-24,ThirdParty,71.3,3.6,FALSE,partial,
INSP-0092-4,MA-RD-SEG-0092,2025-02-20,Municipality,73.2,22.3,TRUE,none,
INSP-0092-5,MA-RD-SEG-0092,2025-08-19,ThirdParty,64,29.8,FALSE,partial,
INSP-0093-1,MA-RD-SEG-0093,2023-08-30,ThirdParty,87,9.6,FALSE,none,
INSP-0093-2,MA-RD-SEG-0093,2024-02-26,Municipality,83,7,TRUE,partial,
INSP-0093-3,MA-RD-SEG-0093,2024-08-24,NHAI,71.4,2.7,TRUE,good,
INSP-0093-4,MA-RD-SEG-0093,2025-02-20,State PWD,72.1,14.2,TRUE,none,
INSP-0093-5,MA-RD-SEG-0093,2025-08-19,State PWD,72.3,38.1,TRUE,blocked,
INSP-0094-1,MA-RD-SEG-0094,2023-08-30,Municipality,89,18.6,FALSE,blocked,
INSP-0094-2,MA-RD-SEG-0094,2024-02-26,ThirdParty,86.1,34.9,FALSE,blocked,
INSP-0094-3,MA-RD-SEG-0094,2024-08-24,ThirdParty,74.9,26.1,FALSE,blocked,
INSP-0094-4,MA-RD-SEG-0094,2025-02-20,Municipality,79.7,10.5,TRUE,blocked,
INSP-0094-5,MA-RD-SEG-0094,2025-08-19,State PWD,70.6,28.2,FALSE,good,
INSP-0095-1,MA-RD-SEG-0095,2023-08-30,ThirdParty,72,33.3,FALSE,partial,
INSP-0095-2,MA-RD-SEG-0095,2024-02-26,NHAI,68.6,17.8,TRUE,partial,
INSP-0095-3,MA-RD-SEG-0095,2024-08-24,Municipality,58.2,31.1,FALSE,good,
INSP-0095-4,MA-RD-SEG-0095,2025-02-20,NHAI,59,12,TRUE,good,
INSP-0095-5,MA-RD-SEG-0095,2025-08-19,Municipality,57.7,2.3,FALSE,blocked,
INSP-0096-1,MA-RD-SEG-0096,2023-08-30,ThirdParty,83,21.7,FALSE,good,
INSP-0096-2,MA-RD-SEG-0096,2024-02-26,State PWD,80.1,19,TRUE,none,
INSP-0096-3,MA-RD-SEG-0096,2024-08-24,Municipality,76.1,38.7,FALSE,good,
INSP-0096-4,MA-RD-SEG-0096,2025-02-20,Municipality,76.8,34.5,TRUE,good,
INSP-0096-5,MA-RD-SEG-0096,2025-08-19,State PWD,52.6,26,TRUE,good,
INSP-0097-1,MA-RD-SEG-0097,2023-08-30,ThirdParty,86,3.3,TRUE,good,
INSP-0097-2,MA-RD-SEG-0097,2024-02-26,ThirdParty,81.4,3,TRUE,good,
INSP-0097-3,MA-RD-SEG-0097,2024-08-24,Municipality,74.4,25.8,FALSE,good,
INSP-0097-4,MA-RD-SEG-0097,2025-02-20,ThirdParty,70.3,8.6,TRUE,partial,
INSP-0097-5,MA-RD-SEG-0097,2025-08-19,Municipality,75.7,3.3,FALSE,good,
INSP-0098-1,MA-RD-SEG-0098,2023-08-30,State PWD,78,22.7,FALSE,blocked,
INSP-0098-2,MA-RD-SEG-0098,2024-02-26,NHAI,73.4,7.4,TRUE,good,
INSP-0098-3,MA-RD-SEG-0098,2024-08-24,ThirdParty,62.1,11.3,TRUE,good,
INSP-0098-4,MA-RD-SEG-0098,2025-02-20,NHAI,70.3,1.5,FALSE,partial,
INSP-0098-5,MA-RD-SEG-0098,2025-08-19,Municipality,47,34.2,TRUE,good,
INSP-0099-1,MA-RD-SEG-0099,2023-08-30,NHAI,82,16.1,TRUE,good,
INSP-0099-2,MA-RD-SEG-0099,2024-02-26,Municipality,77.2,6,TRUE,partial,
INSP-0099-3,MA-RD-SEG-0099,2024-08-24,ThirdParty,67.1,32.9,TRUE,partial,
INSP-0099-4,MA-RD-SEG-0099,2025-02-20,ThirdParty,64.7,1.6,FALSE,blocked,
INSP-0099-5,MA-RD-SEG-0099,2025-08-19,NHAI,63.9,22.7,FALSE,blocked,
INSP-0100-1,MA-RD-SEG-0100,2023-08-30,NHAI,74,27.3,FALSE,partial,
INSP-0100-2,MA-RD-SEG-0100,2024-02-26,Municipality,71.8,12.8,FALSE,partial,
INSP-0100-3,MA-RD-SEG-0100,2024-08-24,Municipality,65.2,15.3,TRUE,blocked,
INSP-0100-4,MA-RD-SEG-0100,2025-02-20,NHAI,67.9,23.9,TRUE,partial,
INSP-0100-5,MA-RD-SEG-0100,2025-08-19,State PWD,49.5,38.4,FALSE,none,
INSP-0101-1,MA-RD-SEG-0101,2023-08-30,NHAI,90,39.4,TRUE,blocked,
INSP-0101-2,MA-RD-SEG-0101,2024-02-26,State PWD,87.4,9.8,TRUE,partial,
INSP-0101-3,MA-RD-SEG-0101,2024-08-24,NHAI,79.5,39.1,TRUE,partial,
INSP-0101-4,MA-RD-SEG-0101,2025-02-20,Municipality,78.4,31.4,FALSE,blocked,
INSP-0101-5,MA-RD-SEG-0101,2025-08-19,ThirdParty,59.5,31.4,FALSE,none,
INSP-0102-1,MA-RD-SEG-0102,2023-08-30,ThirdParty,71,29.7,FALSE,good,
INSP-0102-2,MA-RD-SEG-0102,2024-02-26,NHAI,66.4,13.9,TRUE,none,
INSP-0102-3,MA-RD-SEG-0102,2024-08-24,NHAI,62.8,32.2,TRUE,blocked,
INSP-0102-4,MA-RD-SEG-0102,2025-02-20,ThirdParty,63.5,25.7,FALSE,good,
INSP-0102-5,MA-RD-SEG-0102,2025-08-19,NHAI,55.9,21.9,FALSE,none,
INSP-0103-1,MA-RD-SEG-0103,2023-08-30,ThirdParty,87,18.9,FALSE,good,
INSP-0103-2,MA-RD-SEG-0103,2024-02-26,Municipality,80.3,9.3,TRUE,good,
INSP-0103-3,MA-RD-SEG-0103,2024-08-24,ThirdParty,76.9,9.8,FALSE,none,
INSP-0103-4,MA-RD-SEG-0103,2025-02-20,State PWD,76.9,30.8,FALSE,blocked,
INSP-0103-5,MA-RD-SEG-0103,2025-08-19,Municipality,59.8,27.8,FALSE,none,
INSP-0104-1,MA-RD-SEG-0104,2023-08-30,NHAI,76,2.1,FALSE,blocked,
INSP-0104-2,MA-RD-SEG-0104,2024-02-26,NHAI,72.5,32.5,TRUE,none,
INSP-0104-3,MA-RD-SEG-0104,2024-08-24,State PWD,67.6,10.9,TRUE,blocked,
INSP-0104-4,MA-RD-SEG-0104,2025-02-20,NHAI,61.4,34.7,FALSE,partial,
INSP-0104-5,MA-RD-SEG-0104,2025-08-19,Municipality,65.9,37.6,FALSE,blocked,
INSP-0105-1,MA-RD-SEG-0105,2023-08-30,ThirdParty,89,17.8,FALSE,partial,
INSP-0105-2,MA-RD-SEG-0105,2024-02-26,NHAI,86.4,26.7,FALSE,none,
INSP-0105-3,MA-RD-SEG-0105,2024-08-24,NHAI,80.5,5.3,TRUE,good,
INSP-0105-4,MA-RD-SEG-0105,2025-02-20,NHAI,74.7,21.7,TRUE,partial,
INSP-0105-5,MA-RD-SEG-0105,2025-08-19,ThirdParty,67.9,38.6,TRUE,blocked,
INSP-0106-1,MA-RD-SEG-0106,2023-08-30,ThirdParty,62,4.7,TRUE,blocked,
INSP-0106-2,MA-RD-SEG-0106,2024-02-26,State PWD,57.8,2.1,TRUE,blocked,
INSP-0106-3,MA-RD-SEG-0106,2024-08-24,State PWD,46.4,3.9,FALSE,none,
INSP-0106-4,MA-RD-SEG-0106,2025-02-20,Municipality,43.9,25.5,TRUE,blocked,
INSP-0106-5,MA-RD-SEG-0106,2025-08-19,State PWD,51.5,14.8,TRUE,none,
INSP-0107-1,MA-RD-SEG-0107,2023-08-30,ThirdParty,60,38.4,TRUE,none,
INSP-0107-2,MA-RD-SEG-0107,2024-02-26,NHAI,53.3,35.7,FALSE,partial,
INSP-0107-3,MA-RD-SEG-0107,2024-08-24,Municipality,44.4,16.7,TRUE,blocked,
INSP-0107-4,MA-RD-SEG-0107,2025-02-20,ThirdParty,51,27.3,FALSE,partial,
INSP-0107-5,MA-RD-SEG-0107,2025-08-19,State PWD,37.2,32.5,TRUE,none,
INSP-0108-1,MA-RD-SEG-0108,2023-08-30,Municipality,60,25.1,FALSE,none,
INSP-0108-2,MA-RD-SEG-0108,2024-02-26,ThirdParty,55.4,9.2,TRUE,partial,
INSP-0108-3,MA-RD-SEG-0108,2024-08-24,Municipality,47.3,22.1,FALSE,blocked,
INSP-0108-4,MA-RD-SEG-0108,2025-02-20,Municipality,48.5,2.3,FALSE,blocked,
INSP-0108-5,MA-RD-SEG-0108,2025-08-19,NHAI,30.8,20.9,FALSE,none,
INSP-0109-1,MA-RD-SEG-0109,2023-08-30,Municipality,75,32.8,FALSE,blocked,
INSP-0109-2,MA-RD-SEG-0109,2024-02-26,State PWD,70.3,34,TRUE,partial,
INSP-0109-3,MA-RD-SEG-0109,2024-08-24,State PWD,62.5,12,TRUE,partial,
INSP-0109-4,MA-RD-SEG-0109,2025-02-20,Municipality,68.1,12.4,TRUE,partial,
INSP-0109-5,MA-RD-SEG-0109,2025-08-19,ThirdParty,49.2,3.4,TRUE,blocked,
INSP-0110-1,MA-RD-SEG-0110,2023-08-30,NHAI,63,22.4,FALSE,none,
INSP-0110-2,MA-RD-SEG-0110,2024-02-26,NHAI,59.9,36.6,TRUE,blocked,
INSP-0110-3,MA-RD-SEG-0110,2024-08-24,ThirdParty,50,37.6,FALSE,blocked,
INSP-0110-4,MA-RD-SEG-0110,2025-02-20,ThirdParty,39.9,3.5,FALSE,none,
