road_id,name,geojson_id,highway_ref,segment_number,segment_start_km,segment_end_km,length_km,district,taluka,PDI,Pseudo_CIBIL,ML_Predicted_CIBIL,Final_CIBIL,Condition_Category
MA-NH48-SEG-0943,NH48 Segment 943,way/1125019551,NH48,943,188.4,204.3,15.9,Nagpur,Nagpur,21.11,78.89,79.5,79.07,Fair
MA-NH53-SEG-0810,NH53 Segment 810,way/1295737029,NH53,810,24.7,39.9,15.2,Pune,Maval,20.98,79.02,79.18,79.07,Fair
MA-NH48-SEG-0310,NH48 Segment 310,way/215416291,NH48,310,76.3,87.3,11.0,Nashik,Chandwad,20.93,79.07,79.08,79.07,Fair
MA-NH347A-SEG-0052,NH347A Segment 52,way/296619739,NH347A,52,122.7,131.4,8.7,Nagpur,Kamptee,21.07,78.93,79.4,79.07,Fair
MA-NH61-SEG-0327,NH61 Segment 327,way/1354889829,NH61,327,18.9,26.0,7.1,Sindhudurg,Deogad,20.78,79.22,78.73,79.07,Fair
MA-NH347A-SEG-0151,NH347A Segment 151,way/1374330013,NH347A,151,181.6,200.4,18.8,Raigad,Shrivardhan,21.0,79.0,79.23,79.07,Fair
MA-NH965-SEG-0398,NH965 Segment 398,way/1363280005,NH965,398,180.4,190.4,10.0,Satara,Patan,20.96,79.04,79.12,79.06,Fair
MA-NH166-SEG-0502,NH166 Segment 502,way/1257451744,NH166,502,14.8,34.6,19.8,Raigad,Khalapur,20.96,79.04,79.1,79.06,Fair
MA-NH753BB-SEG-0041,NH753BB Segment 41,way/563360468,NH753BB,41,147.3,168.3,21.0,Raigad,Shrivardhan,21.09,78.91,79.42,79.06,Fair
MA-NH348A-SEG-0005,NH348A Segment 5,way/211435438,NH348A,5,159.4,174.0,14.6,Kolhapur,Panhala,20.93,79.07,79.03,79.06,Fair
MA-NH166-SEG-0244,NH166 Segment 244,way/1229709898,NH166,244,130.1,148.6,18.5,Nashik,Yeola,20.92,79.08,79.02,79.06,Fair
MA-NH160-SEG-0112,NH160 Segment 112,way/303450898,NH160,112,31.2,45.6,14.4,Nashik,Deola,20.86,79.14,78.86,79.06,Fair
MA-NH348A-SEG-0083,NH348A Segment 83,way/1201682739,NH348A,83,17.9,42.2,24.3,Satara,Satara,21.04,78.96,79.28,79.06,Fair
MA-NH561A-SEG-0086,NH561A Segment 86,way/574612899,NH561A,86,9.9,20.1,10.2,Solapur,Barshi,20.89,79.11,78.96,79.06,Fair
MA-NH965G-SEG-0083,NH965G Segment 83,way/579797737,NH965G,83,12.6,19.6,7.0,Nashik,Malegaon,20.86,79.14,78.83,79.05,Fair
MA-NH160A-SEG-0027,NH160A Segment 27,way/197610988,NH160A,27,148.8,168.9,20.1,Dhule,Sindkhede,21.0,79.0,79.18,79.05,Fair
MA-NH52-SEG-0809,NH52 Segment 809,way/1328741291,NH52,809,17.7,37.3,19.6,Nagpur,Savner,20.99,79.01,79.14,79.05,Fair
MA-NH63-SEG-0101,NH63 Segment 101,way/864518001,NH63,101,38.8,54.2,15.4,Kolhapur,Karveer,20.97,79.03,79.1,79.05,Fair
MA-NH753C-SEG-0075,NH753C Segment 75,way/1201227609,NH753C,75,11.3,29.7,18.4,Nagpur,Nagpur,20.92,79.08,78.98,79.05,Fair
MA-NH61-SEG-0265,NH61 Segment 265,way/1229712361,NH61,265,144.1,157.3,13.2,Sindhudurg,Malvan,21.01,78.99,79.2,79.05,Fair
MA-NH160-SEG-0310,NH160 Segment 310,way/1285597971,NH160,310,29.7,37.7,8.0,Dhule,Dhule,20.98,79.02,79.12,79.05,Fair
MA-NH52-SEG-0082,NH52 Segment 82,way/308941927,NH52,82,119.7,134.6,14.9,Solapur,Sangola,20.84,79.16,78.79,79.05,Fair
MA-NH53-SEG-0789,NH53 Segment 789,way/1285088910,NH53,789,11.8,24.3,12.5,Kolhapur,Shirol,20.93,79.07,78.99,79.05,Fair
MA-NH247-SEG-0098,NH247 Segment 98,way/801855096,NH247,98,176.5,198.0,21.5,Solapur,Barshi,20.95,79.05,79.01,79.04,Fair
MA-NH753A-SEG-0104,NH753A Segment 104,way/845363732,NH753A,104,82.2,90.3,8.1,Nagpur,Bhiwapur,21.01,78.99,79.16,79.04,Fair
MA-NH60-SEG-0603,NH60 Segment 603,way/1187339309,NH60,603,142.8,153.0,10.2,Nashik,Igatpuri,21.01,78.99,79.16,79.04,Fair
MA-NH965G-SEG-0010,NH965G Segment 10,way/202550120,NH965G,10,102.3,110.2,7.9,Pune,Khed,21.05,78.95,79.25,79.04,Fair
MA-NH361-SEG-0314,NH361 Segment 314,way/880045538,NH361,314,34.3,52.5,18.2,Raigad,Panvel,20.97,79.03,79.02,79.03,Fair
MA-NH753C-SEG-0024,NH753C Segment 24,way/296470592,NH753C,24,98.9,107.8,8.9,Sindhudurg,Kankavli,21.02,78.98,79.15,79.03,Fair
MA-NH166-SEG-0044,NH166 Segment 44,way/242823568,NH166,44,74.8,82.9,8.1,Pune,Velhe,21.01,78.99,79.11,79.03,Fair
MA-NH361-SEG-0696,NH361 Segment 696,way/1353377614,NH361,696,137.1,149.7,12.6,Nashik,Deola,21.01,78.99,79.11,79.03,Fair
MA-NH53-SEG-0073,NH53 Segment 73,way/217396056,NH53,73,56.1,62.6,6.5,Satara,Mahabaleshwar,20.98,79.02,79.06,79.03,Fair
MA-NH753F-SEG-0350,NH753F Segment 350,way/567680956,NH753F,350,141.7,147.1,5.4,Nashik,Kalwan,21.11,78.89,79.34,79.03,Fair
MA-NH965G-SEG-0115,NH965G Segment 115,way/1340530039,NH965G,115,167.2,177.3,10.1,Kolhapur,Bavda,20.94,79.06,78.94,79.02,Fair
MA-NH53-SEG-0462,NH53 Segment 462,way/878576481,NH53,462,4.0,11.5,7.5,Dhule,Sakri,21.15,78.85,79.43,79.02,Fair
MA-NH160-SEG-0302,NH160 Segment 302,way/1285583295,NH160,302,149.4,155.7,6.3,Nagpur,Ramtek,20.94,79.06,78.93,79.02,Fair
MA-NH930-SEG-0100,NH930 Segment 100,way/978204669,NH930,100,196.6,208.9,12.3,Solapur,Sangola,20.73,79.27,78.45,79.02,Fair
MA-NH348A-SEG-0019,NH348A Segment 19,way/806496424,NH348A,19,129.8,138.2,8.4,Nashik,Sinnar,20.91,79.09,78.87,79.02,Fair
MA-NH65-SEG-0341,NH65 Segment 341,way/791402954,NH65,341,121.9,143.6,21.7,Nagpur,Umred,20.95,79.05,78.92,79.01,Fair
MA-NH48-SEG-0461,NH48 Segment 461,way/55446756,NH48,75,49.7,61.4,11.7,Nashik,Malegaon,20.94,79.06,78.89,79.01,Fair
MA-NH48-SEG-1149,NH48 Segment 1149,way/1305165503,NH48,1149,146.6,170.1,23.5,Pune,Junnar,20.99,79.01,79.02,79.01,Fair
MA-NH166-SEG-0550,NH166 Segment 550,way/1352054769,NH166,550,0.4,19.1,18.7,Dhule,Shirpur,20.94,79.06,78.9,79.01,Fair
MA-NH60-SEG-0047,NH60 Segment 47,way/22841339,NH60,8,120.7,131.5,10.8,Nashik,Peth,20.93,79.07,78.86,79.01,Fair
MA-NH48-SEG-0800,NH48 Segment 800,way/815499259,NH48,800,23.1,37.5,14.4,Raigad,Alibag,20.97,79.03,78.96,79.01,Fair
MA-NH166E-SEG-0003,NH166E Segment 3,way/157668313,NH166E,3,129.5,150.7,21.2,Solapur,Malshiras,21.08,78.92,79.21,79.01,Fair
MA-NH53-SEG-0658,NH53 Segment 658,way/1095229281,NH53,658,110.0,127.1,17.1,Raigad,Shrivardhan,21.01,78.99,79.04,79.0,Fair
MA-NH543K-SEG-0026,NH543K Segment 26,way/1222989920,NH543K,26,50.0,63.0,13.0,Kolhapur,Karveer,21.02,78.98,79.06,79.0,Fair
MA-NH160-SEG-0253,NH160 Segment 253,way/1285453789,NH160,253,196.2,212.5,16.3,Raigad,Poladpur,21.04,78.96,79.09,79.0,Fair
MA-NH753F-SEG-0478,NH753F Segment 478,way/1264720117,NH753F,478,126.3,149.9,23.6,Sindhudurg,Kudal,21.01,78.99,79.01,79.0,Fair
MA-NH53-SEG-0154,NH53 Segment 154,way/240633859,NH53,154,190.0,214.9,24.9,Solapur,Barshi,21.1,78.9,79.22,79.0,Fair
MA-NH753J-SEG-0029,NH753J Segment 29,way/226972181,NH753J,29,30.1,50.5,20.4,Kolhapur,Kolhapur,21.04,78.96,79.09,79.0,Fair
MA-NH752G-SEG-0136,NH752G Segment 136,way/1291984177,NH752G,136,138.6,151.6,13.0,Nashik,Niphad,21.03,78.97,79.06,79.0,Fair
MA-NH548A-SEG-0018,NH548A Segment 18,way/209825231,NH548A,18,13.2,21.8,8.6,Sindhudurg,Deogad,21.0,79.0,78.98,78.99,Fair
MA-NH52-SEG-0237,NH52 Segment 237,way/907266242,NH52,237,4.3,24.5,20.2,Solapur,Madha,20.95,79.05,78.84,78.99,Fair
MA-NH53-SEG-0754,NH53 Segment 754,way/1235839296,NH53,754,13.2,28.0,14.8,Raigad,Shrivardhan,21.03,78.97,79.04,78.99,Fair
MA-NH61-SEG-0082,NH61 Segment 82,way/303453989,NH61,82,113.4,119.1,5.7,Kolhapur,Shirol,21.09,78.91,79.15,78.98,Fair
MA-NH53-SEG-0840,NH53 Segment 840,way/1338586738,NH53,840,23.4,43.6,20.2,Solapur,Karmala,21.01,78.99,78.97,78.98,Fair
MA-NH361-SEG-0663,NH361 Segment 663,way/1353370912,NH361,663,163.1,172.3,9.2,Solapur,Malshiras,21.06,78.94,79.07,78.98,Fair
MA-NH166-SEG-0378,NH166 Segment 378,way/1257378485,NH166,378,4.9,18.5,13.6,Dhule,Sindkhede,21.06,78.94,79.09,78.98,Fair
MA-NH47-SEG-0027,NH47 Segment 27,way/292456365,NH47,27,108.6,130.5,21.9,Pune,Maval,21.03,78.97,78.98,78.97,Fair
MA-NH53-SEG-0400,NH53 Segment 400,way/867692906,NH53,400,75.8,86.8,11.0,Solapur,Malshiras,21.3,78.7,79.59,78.97,Fair
MA-NH60-SEG-0200,NH60 Segment 200,way/158852436,NH60,44,141.5,147.0,5.5,Dhule,Shirpur,21.21,78.79,79.35,78.96,Fair
MA-NH166G-SEG-0008,NH166G Segment 8,way/302634743,NH166G,8,15.8,23.7,7.9,Raigad,Tala,20.96,79.04,78.76,78.96,Fair
MA-NH48-SEG-0877,NH48 Segment 877,way/970017084,NH48,877,50.5,72.6,22.1,Nagpur,Nagpur,21.15,78.85,79.21,78.96,Fair
MA-NH48-SEG-1277,NH48 Segment 1277,way/1328096649,NH48,1277,175.9,190.4,14.5,Solapur,Sangola,21.08,78.92,79.05,78.96,Fair
MA-NH61-SEG-0211,NH61 Segment 211,way/850096354,NH61,211,146.7,160.4,13.7,Dhule,Shirpur,21.1,78.9,79.11,78.96,Fair
MA-NH548C-SEG-0227,NH548C Segment 227,way/815499254,NH548C,227,78.2,101.7,23.5,Satara,Satara,21.06,78.94,79.01,78.96,Fair
MA-NH44-SEG-0101,NH44 Segment 101,way/183791822,NH44,101,35.6,58.4,22.8,Dhule,Dhule,21.07,78.93,79.04,78.96,Fair
MA-NH160H-SEG-0138,NH160H Segment 138,way/893193942,NH160H,138,121.2,128.1,6.9,Dhule,Sakri,21.02,78.98,78.87,78.95,Fair
MA-NH753A-SEG-0081,NH753A Segment 81,way/562763604,NH753A,81,3.8,13.7,9.9,Dhule,Shirpur,21.18,78.82,79.26,78.95,Fair
MA-NH7-SEG-0008,NH7 Segment 8,way/1123270048,NH7,8,138.1,162.7,24.6,Solapur,Mangalwedha,21.07,78.93,79.01,78.95,Fair
MA-NH161-SEG-0066,NH161 Segment 66,way/581289239,NH161,66,55.7,71.5,15.8,Kolhapur,Bhudargad,21.25,78.75,79.37,78.94,Fair
MA-NH161-SEG-0049,NH161 Segment 49,way/580266473,NH161,49,71.1,89.4,18.3,Solapur,Pandharpur,21.05,78.95,78.92,78.94,Fair
MA-NH161-SEG-0352,NH161 Segment 352,way/1353137429,NH161,352,51.8,62.2,10.4,Dhule,Dhule,20.97,79.03,78.74,78.94,Fair
MA-NH353I-SEG-0143,NH353I Segment 143,way/1393762399,NH353I,143,109.4,120.8,11.4,Dhule,Dhule,21.25,78.75,79.37,78.94,Fair
MA-NH753F-SEG-0207,NH753F Segment 207,way/250330063,NH753F,207,91.9,112.6,20.7,Nashik,Igatpuri,21.0,79.0,78.78,78.93,Fair
MA-NH44-SEG-0016,NH44 Segment 16,way/181926530,NH44,16,121.2,127.0,5.8,Pune,Purandar,20.92,79.08,78.58,78.93,Fair
MA-NH53-SEG-0173,NH53 Segment 173,way/304253187,NH53,173,147.5,153.0,5.5,Nashik,Trimbak,21.17,78.83,79.17,78.93,Fair
MA-NH361F-SEG-0026,NH361F Segment 26,way/305377652,NH361F,26,93.4,112.8,19.4,Satara,Khandala,21.05,78.95,78.88,78.93,Fair
MA-NH543K-SEG-0013,NH543K Segment 13,way/792965694,NH543K,13,14.4,33.1,18.7,Kolhapur,Bavda,21.07,78.93,78.94,78.93,Fair
MA-NH53-SEG-1304,NH53 Segment 1304,way/1357704303,NH53,1304,143.7,149.7,6.0,Nashik,Peth,21.06,78.94,78.9,78.93,Fair
MA-NH360-SEG-0023,NH360 Segment 23,way/690680995,NH360,23,18.2,32.1,13.9,Raigad,Mangaon,20.94,79.06,78.58,78.92,Fair
MA-NH160H-SEG-0076,NH160H Segment 76,way/880044994,NH160H,76,89.1,100.3,11.2,Raigad,Panvel,21.2,78.8,79.2,78.92,Fair
MA-NH361H-SEG-0006,NH361H Segment 6,way/303848314,NH361H,6,7.2,22.5,15.3,Solapur,Akkalkot,21.06,78.94,78.87,78.92,Fair
MA-NH66-SEG-0534,NH66 Segment 534,way/1359549844,NH66,534,63.1,77.4,14.3,Nashik,Igatpuri,21.17,78.83,79.12,78.92,Fair
MA-NH160-SEG-0201,NH160 Segment 201,way/1094036237,NH160,201,94.7,104.2,9.5,Solapur,Solapur South,20.99,79.01,78.72,78.92,Fair
MA-NH60-SEG-0463,NH60 Segment 463,way/881903810,NH60,463,16.2,30.1,13.9,Pune,Maval,21.14,78.86,79.05,78.92,Fair
MA-NH348-SEG-0120,NH348 Segment 120,way/1424558246,NH348,120,179.9,203.3,23.4,Dhule,Sindkhede,21.08,78.92,78.91,78.92,Fair
MA-NH548-SEG-0041,NH548 Segment 41,way/808869404,NH548,41,123.7,135.0,11.3,Kolhapur,Panhala,21.07,78.93,78.85,78.91,Fair
MA-NH53-SEG-0206,NH53 Segment 206,way/310121399,NH53,206,161.6,172.5,10.9,Kolhapur,Karveer,21.07,78.93,78.86,78.91,Fair
MA-NH161A-SEG-0084,NH161A Segment 84,way/309364323,NH161A,84,19.4,37.1,17.7,Dhule,Shirpur,20.97,79.03,78.64,78.91,Fair
MA-NH753-SEG-0060,NH753 Segment 60,way/978224848,NH753,60,66.2,78.5,12.3,Nashik,Kalwan,21.26,78.74,79.32,78.91,Fair
MA-NH361-SEG-0092,NH361 Segment 92,way/825196144,NH361,92,79.7,104.2,24.5,Kolhapur,Shirol,21.04,78.96,78.81,78.91,Fair
MA-NH160-SEG-0193,NH160 Segment 193,way/981132753,NH160,193,30.2,41.5,11.3,Sindhudurg,Deogad,21.19,78.81,79.15,78.91,Fair
MA-NH752I-SEG-0100,NH752I Segment 100,way/453068097,NH752I,100,181.2,190.3,9.1,Kolhapur,Panhala,21.14,78.86,79.03,78.91,Fair
MA-NH166-SEG-0521,NH166 Segment 521,way/1257746956,NH166,521,109.5,128.9,19.4,Nagpur,Umred,21.14,78.86,79.01,78.9,Fair
MA-NH44-SEG-0181,NH44 Segment 181,way/296170225,NH44,181,9.5,17.6,8.1,Kolhapur,Gaganbawda,21.17,78.83,79.07,78.9,Fair
MA-NH48-SEG-0541,NH48 Segment 541,way/361260813,NH48,541,97.4,110.2,12.8,Satara,Phaltan,21.09,78.91,78.86,78.9,Fair
MA-NH53-SEG-0323,NH53 Segment 323,way/572123455,NH53,323,3.7,23.0,19.3,Kolhapur,Gaganbawda,21.11,78.89,78.91,78.9,Fair
MA-NH752H-SEG-0055,NH752H Segment 55,way/847950722,NH752H,55,134.2,143.6,9.4,Dhule,Sakri,21.06,78.94,78.77,78.89,Fair
MA-NH561A-SEG-0296,NH561A Segment 296,way/1420895781,NH561A,296,61.3,84.9,23.6,Solapur,Sangola,21.35,78.65,79.44,78.89,Fair
MA-NH353B-SEG-0034,NH353B Segment 34,way/308586683,NH353B,34,85.4,106.0,20.6,Dhule,Dhule,21.12,78.88,78.91,78.89,Fair
MA-NH44-SEG-0165,NH44 Segment 165,way/240014971,NH44,165,135.9,157.4,21.5,Satara,Mahabaleshwar,21.19,78.81,79.06,78.89,Fair
MA-NH44-SEG-0184,NH44 Segment 184,way/296170228,NH44,184,53.4,73.2,19.8,Pune,Maval,21.29,78.71,79.29,78.88,Fair
MA-NH160-SEG-0087,NH160 Segment 87,way/93059045,NH160,17,141.7,163.3,21.6,Raigad,Tala,21.08,78.92,78.8,78.88,Fair
MA-NH53-SEG-0405,NH53 Segment 405,way/873070100,NH53,405,79.3,94.9,15.6,Satara,Wai,21.15,78.85,78.96,78.88,Fair
MA-NH48-SEG-0273,NH48 Segment 273,way/211626521,NH48,273,156.3,169.1,12.8,Nashik,Yeola,21.11,78.89,78.87,78.88,Fair
MA-NH60-SEG-0613,NH60 Segment 613,way/1187339326,NH60,613,186.7,195.2,8.5,Kolhapur,Chandgad,21.15,78.85,78.91,78.87,Fair
MA-NH60-SEG-0683,NH60 Segment 683,way/1193393750,NH60,683,42.6,58.5,15.9,Pune,Shirur,21.14,78.86,78.89,78.87,Fair
MA-NH548C-SEG-0046,NH548C Segment 46,way/263926067,NH548C,46,191.3,211.1,19.8,Pune,Mulshi,21.18,78.82,79.0,78.87,Fair
MA-NH166-SEG-0036,NH166 Segment 36,way/242794883,NH166,36,82.1,92.8,10.7,Kolhapur,Shirol,21.13,78.87,78.88,78.87,Fair
MA-NH48-SEG-0372,NH48 Segment 372,way/219364540,NH48,372,142.1,166.1,24.0,Nashik,Trimbak,21.13,78.87,78.83,78.86,Fair
MA-NH361-SEG-0009,NH361 Segment 9,way/201845277,NH361,9,93.7,114.6,20.9,Sindhudurg,Kankavli,21.16,78.84,78.92,78.86,Fair
MA-NH48-SEG-0202,NH48 Segment 202,way/25519257,NH48,31,124.1,130.5,6.4,Pune,Junnar,21.19,78.81,78.97,78.86,Fair
MA-NH752K-SEG-0026,NH752K Segment 26,way/304114784,NH752K,26,163.1,178.0,14.9,Nagpur,Umred,21.15,78.85,78.87,78.86,Fair
MA-NH361-SEG-0580,NH361 Segment 580,way/1353327873,NH361,580,187.7,194.8,7.1,Kolhapur,Chandgad,21.18,78.82,78.96,78.86,Fair
MA-NH53-SEG-0004,NH53 Segment 4,way/27259204,NH53,4,182.8,195.0,12.2,Dhule,Sindkhede,21.17,78.83,78.93,78.86,Fair
MA-NH930-SEG-0046,NH930 Segment 46,way/304341636,NH930,46,78.3,86.5,8.2,Nagpur,Hingna,21.15,78.85,78.87,78.86,Fair
MA-NH161-SEG-0260,NH161 Segment 260,way/1353092815,NH161,260,52.5,64.1,11.6,Pune,Junnar,21.22,78.78,79.05,78.86,Fair
MA-NH63-SEG-0010,NH63 Segment 10,way/236742274,NH63,10,60.5,76.5,16.0,Sindhudurg,Devgad,21.06,78.94,78.68,78.86,Fair
MA-NH160-SEG-0277,NH160 Segment 277,way/217656368,NH160,49,118.0,137.3,19.3,Satara,Man,21.06,78.94,78.69,78.86,Fair
MA-NH61-SEG-0330,NH61 Segment 330,way/1361081135,NH61,330,49.6,65.9,16.3,Raigad,Pen,21.21,78.79,79.02,78.86,Fair
MA-NH48-SEG-0752,NH48 Segment 752,way/790968594,NH48,752,140.9,159.3,18.4,Kolhapur,Gaganbawda,21.15,78.85,78.88,78.86,Fair
MA-NH160A-SEG-0115,NH160A Segment 115,way/1289056459,NH160A,115,2.2,24.2,22.0,Raigad,Poladpur,21.25,78.75,79.07,78.85,Fair
MA-NH150-SEG-0078,NH150 Segment 78,way/1167164470,NH150,78,32.2,47.2,15.0,Pune,Baramati,21.2,78.8,78.96,78.85,Fair
MA-NH44-SEG-0211,NH44 Segment 211,way/375491398,NH44,211,11.5,21.2,9.7,Satara,Wai,21.06,78.94,78.63,78.85,Fair
MA-NH65-SEG-0105,NH65 Segment 105,way/214062143,NH65,105,93.1,105.7,12.6,Pune,Khed,21.08,78.92,78.68,78.85,Fair
MA-NH561A-SEG-0273,NH561A Segment 273,way/1353343110,NH561A,273,5.7,29.1,23.4,Nashik,Igatpuri,21.12,78.88,78.79,78.85,Fair
MA-NH561-SEG-0015,NH561 Segment 15,way/223423216,NH561,15,153.2,160.7,7.5,Nagpur,Katol,21.1,78.9,78.69,78.84,Fair
MA-NH753F-SEG-0387,NH753F Segment 387,way/817845821,NH753F,387,63.8,75.9,12.1,Nagpur,Nagpur,21.2,78.8,78.92,78.84,Fair
MA-NH965G-SEG-0060,NH965G Segment 60,way/308115551,NH965G,60,145.8,153.8,8.0,Kolhapur,Shirol,21.16,78.84,78.83,78.84,Fair
MA-NH266-SEG-0037,NH266 Segment 37,way/1373321992,NH266,37,44.9,62.7,17.8,Dhule,Dhule,21.16,78.84,78.85,78.84,Fair
MA-NH161-SEG-0010,NH161 Segment 10,way/238028737,NH161,10,95.5,102.4,6.9,Raigad,Roha,21.17,78.83,78.88,78.84,Fair
MA-NH548H-SEG-0020,NH548H Segment 20,way/310210076,NH548H,20,65.3,81.3,16.0,Sindhudurg,Sawantwadi,21.16,78.84,78.85,78.84,Fair
MA-NH753F-SEG-0361,NH753F Segment 361,way/567684961,NH753F,361,175.5,197.2,21.7,Dhule,Shirpur,21.14,78.86,78.8,78.84,Fair
MA-NH53-SEG-1191,NH53 Segment 1191,way/1355132647,NH53,1191,155.4,168.5,13.1,Satara,Man,21.15,78.85,78.77,78.83,Fair
MA-NH752I-SEG-0182,NH752I Segment 182,way/850839481,NH752I,182,140.4,162.9,22.5,Sindhudurg,Sawantwadi,21.21,78.79,78.92,78.83,Fair
MA-NH561A-SEG-0252,NH561A Segment 252,way/1353314244,NH561A,252,50.1,65.7,15.6,Solapur,Madha,21.12,78.88,78.72,78.83,Fair
MA-NH361-SEG-0199,NH361 Segment 199,way/855825389,NH361,199,79.9,85.2,5.3,Solapur,Solapur South,21.19,78.81,78.86,78.82,Fair
MA-NH48-SEG-1206,NH48 Segment 1206,way/1313665734,NH48,1206,177.3,202.2,24.9,Kolhapur,Hatkanangle,21.24,78.76,78.96,78.82,Fair
MA-NH753-SEG-0033,NH753 Segment 33,way/296072956,NH753,33,145.8,163.0,17.2,Raigad,Roha,21.14,78.86,78.72,78.82,Fair
MA-NH361F-SEG-0009,NH361F Segment 9,way/285241018,NH361F,9,6.8,30.9,24.1,Nashik,Peth,21.2,78.8,78.88,78.82,Fair
MA-NH361-SEG-0054,NH361 Segment 54,way/321863879,NH361,54,8.0,28.3,20.3,Sindhudurg,Kudal,21.09,78.91,78.62,78.82,Fair
MA-NH65-SEG-0559,NH65 Segment 559,way/1453283145,NH65,559,181.4,198.1,16.7,Raigad,Mahad,21.26,78.74,78.96,78.81,Fair
MA-NH53-SEG-0269,NH53 Segment 269,way/318224597,NH53,269,5.8,30.8,25.0,Solapur,Barshi,21.22,78.78,78.89,78.81,Fair
MA-NH965-SEG-0265,NH965 Segment 265,way/1353307567,NH965,265,104.6,119.5,14.9,Sindhudurg,Devgad,21.13,78.87,78.66,78.81,Fair
MA-NH561A-SEG-0258,NH561A Segment 258,way/1353314254,NH561A,258,137.9,161.1,23.2,Pune,Velhe,21.17,78.83,78.72,78.8,Fair
MA-NH548A-SEG-0084,NH548A Segment 84,way/766542950,NH548A,84,56.3,73.1,16.8,Satara,Khatav,21.18,78.82,78.75,78.8,Fair
MA-NH848-SEG-0158,NH848 Segment 158,way/1289049041,NH848,158,11.6,21.5,9.9,Pune,Indapur,21.38,78.62,79.21,78.8,Fair
MA-NH561A-SEG-0052,NH561A Segment 52,way/298193113,NH561A,52,167.4,174.4,7.0,Solapur,Solapur North,21.18,78.82,78.76,78.8,Fair
MA-NH44-SEG-0324,NH44 Segment 324,way/816803763,NH44,324,123.9,136.0,12.1,Nagpur,Kalmeshwar,21.25,78.75,78.9,78.8,Fair
MA-NH160-SEG-0478,NH160 Segment 478,way/253616874,NH160,82,97.1,108.2,11.1,Kolhapur,Ajra,21.23,78.77,78.84,78.79,Fair
MA-NH60-SEG-0154,NH60 Segment 154,way/227095232,NH60,154,159.4,171.5,12.1,Nashik,Trimbak,21.21,78.79,78.8,78.79,Fair
MA-NH53-SEG-0493,NH53 Segment 493,way/880516966,NH53,493,138.0,153.4,15.4,Dhule,Sakri,21.33,78.67,79.06,78.79,Fair
MA-NH60-SEG-0411,NH60 Segment 411,way/742360166,NH60,411,118.4,125.5,7.1,Nagpur,Kalmeshwar,21.28,78.72,78.95,78.79,Fair
MA-NH 361-SEG-0010,NH 361 Segment 10,way/1035335963,NH 361,10,12.5,34.2,21.7,Raigad,Panvel,21.24,78.76,78.87,78.79,Fair
MA-NH161A-SEG-0088,NH161A Segment 88,way/309365339,NH161A,88,178.8,191.6,12.8,Kolhapur,Karveer,21.24,78.76,78.84,78.78,Fair
MA-NH753BB-SEG-0039,NH753BB Segment 39,way/306105640,NH753BB,39,79.8,87.2,7.4,Dhule,Sindkhede,21.22,78.78,78.78,78.78,Fair
MA-NH166-SEG-0469,NH166 Segment 469,way/1257432519,NH166,469,161.4,172.7,11.3,Dhule,Dhule,21.19,78.81,78.71,78.78,Fair
MA-NH548C-SEG-0274,NH548C Segment 274,way/1021645932,NH548C,274,163.7,180.6,16.9,Pune,Mulshi,21.2,78.8,78.72,78.78,Fair
MA-NH160H-SEG-0129,NH160H Segment 129,way/890091227,NH160H,129,114.0,133.2,19.2,Raigad,Sudhagad,21.19,78.81,78.72,78.78,Fair
MA-NH930D-SEG-0026,NH930D Segment 26,way/857177378,NH930D,26,198.5,217.2,18.7,Solapur,Sangola,21.14,78.86,78.6,78.78,Fair
MA-NH166-SEG-0350,NH166 Segment 350,way/1256007776,NH166,350,154.2,162.4,8.2,Sindhudurg,Kudal,21.22,78.78,78.78,78.78,Fair
MA-NH543-SEG-0026,NH543 Segment 26,way/552708526,NH543,26,130.4,144.7,14.3,Dhule,Sindkhede,21.26,78.74,78.87,78.78,Fair
MA-NH160H-SEG-0032,NH160H Segment 32,way/303005887,NH160H,32,126.6,133.7,7.1,Dhule,Sakri,21.31,78.69,78.97,78.77,Fair
MA-NH753M-SEG-0027,NH753M Segment 27,way/843416556,NH753M,27,23.7,38.9,15.2,Raigad,Khalapur,21.23,78.77,78.78,78.77,Fair
MA-NH353D-SEG-0029,NH353D Segment 29,way/672719573,NH353D,29,135.9,148.3,12.4,Satara,Jaoli,21.31,78.69,78.97,78.77,Fair
MA-NH548A-SEG-0083,NH548A Segment 83,way/614495662,NH548A,83,60.6,70.9,10.3,Pune,Haveli,21.25,78.75,78.81,78.77,Fair
MA-NH60-SEG-0465,NH60 Segment 465,way/881910338,NH60,465,121.5,135.9,14.4,Sindhudurg,Devgad,21.38,78.62,79.13,78.77,Fair
MA-NH361-SEG-0090,NH361 Segment 90,way/825196142,NH361,90,144.0,151.1,7.1,Raigad,Poladpur,21.18,78.82,78.66,78.77,Fair
MA-NH247-SEG-0110,NH247 Segment 110,way/1123270062,NH247,110,51.7,58.5,6.8,Dhule,Dhule,21.21,78.79,78.71,78.77,Fair
MA-NH53-SEG-0747,NH53 Segment 747,way/1234233909,NH53,747,51.2,63.5,12.3,Sindhudurg,Vengurla,21.22,78.78,78.73,78.76,Fair
MA-NH44-SEG-0116,NH44 Segment 116,way/214461622,NH44,116,121.5,138.8,17.3,Dhule,Sindkhede,21.19,78.81,78.66,78.76,Fair
