geojson_id,highway_ref,segment_number,condition,start_lat,start_lon,end_lat,end_lon,highway_type,oneway,lanes,maxspeed,road_id,name,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
way/202388586,NH48,261,very_bad,16.9245861,74.289155,16.9240366,74.2892321,trunk,yes,N/A,N/A,MA-NH48-SEG-0261,NH48 Segment 261,105.2,125.8,Municipality,National,20.6,2,bitumen,2022,,active,Maharashtra,Raigad,Alibag,plateau,hilly,flat,low,True,False,False,False,528.7,15625,38.1,1314,1.0,"{""M1"": 0.97, ""M2"": 1.09, ""M3"": 0.79, ""M4"": 1.01, ""M5"": 0.85, ""M6"": 0.91, ""M7"": 1.05, ""M8"": 1.22, ""M9"": 1.2, ""M10"": 0.93, ""M11"": 0.82, ""M12"": 1.18}"
way/202388588,NH48,262,very_bad,16.9271881,74.2885236,16.9264987,74.2888183,trunk,yes,N/A,N/A,MA-NH48-SEG-0262,NH48 Segment 262,193.9,207.4,PMGSY,State,13.5,6,gravel,2011,,active,Maharashtra,Dhule,Kamptee,plain,steep,steep,medium,True,False,True,False,992.5,11965,27.3,3162,2.0,"{""M1"": 0.79, ""M2"": 0.85, ""M3"": 0.99, ""M4"": 1.18, ""M5"": 1.24, ""M6"": 0.78, ""M7"": 1.23, ""M8"": 1.13, ""M9"": 0.79, ""M10"": 0.95, ""M11"": 1.21, ""M12"": 0.96}"
way/202388589,NH48,263,good,16.9240366,74.2892321,16.9066797,74.2888477,trunk,yes,N/A,N/A,MA-NH48-SEG-0263,NH48 Segment 263,5.5,10.5,Municipality,National,5.0,4,earthen,2006,,active,Maharashtra,Pune,Mulshi,plateau,hilly,moderate,low,True,False,False,True,1044.5,6446,22.6,348,1.5,"{""M1"": 1.2, ""M2"": 0.96, ""M3"": 1.0, ""M4"": 1.09, ""M5"": 0.87, ""M6"": 0.81, ""M7"": 0.89, ""M8"": 1.25, ""M9"": 0.78, ""M10"": 1.12, ""M11"": 1.04, ""M12"": 1.03}"
way/202388590,NH48,264,average,16.9245969,74.289064,16.9264537,74.288714,trunk,yes,N/A,N/A,MA-NH48-SEG-0264,NH48 Segment 264,83.9,107.1,Municipality,Inter-State,23.2,4,bitumen,2009,,active,Maharashtra,Kolhapur,Mahabaleshwar,plain,steep,steep,medium,True,False,True,False,405.2,7349,13.7,765,1.0,"{""M1"": 1.07, ""M2"": 0.79, ""M3"": 0.85, ""M4"": 1.06, ""M5"": 1.13, ""M6"": 1.05, ""M7"": 0.83, ""M8"": 0.91, ""M9"": 0.91, ""M10"": 1.17, ""M11"": 1.15, ""M12"": 0.89}"
way/202388592,NH48,265,good,16.9264537,74.288714,16.927138,74.2884214,trunk,yes,N/A,N/A,MA-NH48-SEG-0265,NH48 Segment 265,158.9,175.1,Municipality,State,16.2,6,bitumen,2020,2008.0,active,Maharashtra,Dhule,Trimbak,urban_corridor,steep,steep,low,True,False,True,True,149.7,6273,44.3,1872,0.5,"{""M1"": 1.11, ""M2"": 1.1, ""M3"": 1.15, ""M4"": 0.96, ""M5"": 1.21, ""M6"": 0.81, ""M7"": 0.82, ""M8"": 0.76, ""M9"": 0.92, ""M10"": 1.1, ""M11"": 0.82, ""M12"": 0.97}"
way/202388596,NH48,266,good,16.9240429,74.2891441,16.9245969,74.289064,trunk,yes,N/A,N/A,MA-NH48-SEG-0266,NH48 Segment 266,3.9,18.6,Municipality,Inter-State,14.7,2,earthen,2011,,active,Maharashtra,Solapur,Trimbak,plateau,hilly,flat,high,False,False,False,False,729.2,18551,30.0,537,0.5,"{""M1"": 1.01, ""M2"": 0.78, ""M3"": 0.81, ""M4"": 0.88, ""M5"": 0.78, ""M6"": 1.08, ""M7"": 1.13, ""M8"": 1.14, ""M9"": 1.21, ""M10"": 0.85, ""M11"": 1.2, ""M12"": 0.84}"
way/202388597,NH48,267,very_bad,16.9264987,74.2888183,16.9245861,74.289155,trunk,yes,N/A,N/A,MA-NH48-SEG-0267,NH48 Segment 267,43.4,52.2,NHAI,National,8.8,6,earthen,2007,,active,Maharashtra,Pune,Dhule,ghat,hilly,moderate,low,True,False,False,False,838.2,20263,35.3,468,1.5,"{""M1"": 0.8, ""M2"": 0.86, ""M3"": 1.0, ""M4"": 1.1, ""M5"": 0.93, ""M6"": 1.04, ""M7"": 0.97, ""M8"": 1.23, ""M9"": 0.84, ""M10"": 0.93, ""M11"": 0.94, ""M12"": 0.86}"
way/211626516,NH48,268,average,18.1649933,73.9538047,18.1726853,73.9532378,trunk,yes,2,85,MA-NH48-SEG-0268,NH48 Segment 268,23.2,33.9,State PWD,Inter-State,10.7,4,gravel,2017,2020.0,active,Maharashtra,Kolhapur,Mahad,urban_corridor,hilly,moderate,medium,False,False,False,True,707.8,15254,14.4,1871,2.0,"{""M1"": 0.9, ""M2"": 1.18, ""M3"": 0.84, ""M4"": 0.78, ""M5"": 1.17, ""M6"": 0.99, ""M7"": 1.09, ""M8"": 0.84, ""M9"": 1.25, ""M10"": 1.0, ""M11"": 0.8, ""M12"": 0.97}"
way/211626517,NH48,269,average,18.0540645,74.0133508,18.0543428,74.0133029,trunk,yes,2,85,MA-NH48-SEG-0269,NH48 Segment 269,152.8,173.1,State PWD,National,20.3,4,earthen,2016,,under_construction,Maharashtra,Dhule,Mangalwedha,plateau,plain,moderate,medium,False,False,False,True,91.7,26635,28.2,2148,2.0,"{""M1"": 1.05, ""M2"": 0.95, ""M3"": 0.99, ""M4"": 0.89, ""M5"": 1.13, ""M6"": 0.8, ""M7"": 0.88, ""M8"": 1.0, ""M9"": 1.06, ""M10"": 0.82, ""M11"": 0.8, ""M12"": 0.78}"
way/211626518,NH48,270,good,18.0568446,74.0121908,18.0565099,74.0124363,trunk,yes,2,85,MA-NH48-SEG-0270,NH48 Segment 270,58.7,73.7,Municipality,State,15.0,4,concrete,2014,,active,Maharashtra,Dhule,Sinnar,ghat,steep,steep,high,False,False,True,False,658.9,19681,30.1,2081,1.0,"{""M1"": 1.02, ""M2"": 1.23, ""M3"": 0.77, ""M4"": 0.97, ""M5"": 1.21, ""M6"": 0.94, ""M7"": 0.91, ""M8"": 0.94, ""M9"": 0.98, ""M10"": 0.77, ""M11"": 1.03, ""M12"": 1.18}"
way/211626519,NH48,271,very_bad,18.0543681,74.0134279,18.0540952,74.0134749,trunk,yes,2,85,MA-NH48-SEG-0271,NH48 Segment 271,11.2,21.5,Municipality,Urban,10.3,6,concrete,2016,2019.0,active,Maharashtra,Solapur,Barshi,urban_corridor,steep,steep,low,True,False,True,True,818.3,11998,14.1,827,0.5,"{""M1"": 0.93, ""M2"": 1.24, ""M3"": 0.91, ""M4"": 0.76, ""M5"": 0.77, ""M6"": 1.17, ""M7"": 0.92, ""M8"": 1.12, ""M9"": 0.76, ""M10"": 1.2, ""M11"": 0.92, ""M12"": 0.8}"
way/211626520,NH48,272,very_bad,18.0564412,74.0123301,18.0567736,74.0120857,trunk,yes,2,85,MA-NH48-SEG-0272,NH48 Segment 272,65.2,79.4,NHAI,Urban,14.2,4,bitumen,2011,2021.0,active,Maharashtra,Dhule,Shirpur,urban_corridor,plain,flat,medium,False,True,True,False,478.5,9408,31.9,508,0.5,"{""M1"": 0.98, ""M2"": 0.76, ""M3"": 0.91, ""M4"": 1.04, ""M5"": 0.91, ""M6"": 0.8, ""M7"": 0.99, ""M8"": 1.1, ""M9"": 0.85, ""M10"": 1.0, ""M11"": 1.16, ""M12"": 1.08}"
way/211626521,NH48,273,very_bad,18.0445755,74.0156037,18.0540645,74.0133508,trunk,yes,2,85,MA-NH48-SEG-0273,NH48 Segment 273,67.4,73.7,NHAI,National,6.3,2,gravel,2014,2022.0,active,Maharashtra,Dhule,Barshi,ghat,plain,steep,low,False,False,False,False,433.7,6848,18.5,3189,1.5,"{""M1"": 1.08, ""M2"": 0.9, ""M3"": 1.15, ""M4"": 0.97, ""M5"": 1.02, ""M6"": 0.85, ""M7"": 0.95, ""M8"": 1.06, ""M9"": 0.98, ""M10"": 1.13, ""M11"": 0.84, ""M12"": 0.76}"
way/211626522,NH48,274,average,18.0540952,74.0134749,18.0446262,74.0157181,trunk,yes,2,85,MA-NH48-SEG-0274,NH48 Segment 274,82.0,104.2,State PWD,State,22.2,4,gravel,2000,2016.0,active,Maharashtra,Nashik,Mangalwedha,plain,plain,moderate,low,False,False,False,False,578.1,2659,12.0,475,1.5,"{""M1"": 1.07, ""M2"": 0.88, ""M3"": 1.05, ""M4"": 0.95, ""M5"": 0.81, ""M6"": 0.85, ""M7"": 0.87, ""M8"": 1.16, ""M9"": 0.98, ""M10"": 1.03, ""M11"": 0.97, ""M12"": 1.07}"
way/211626523,NH48,275,very_bad,18.0558038,74.0127779,18.0564412,74.0123301,trunk,yes,2,85,MA-NH48-SEG-0275,NH48 Segment 275,59.6,65.9,State PWD,Urban,6.3,2,bitumen,2011,2020.0,active,Maharashtra,Pune,Mangalwedha,urban_corridor,plain,moderate,high,False,True,False,False,523.0,10340,40.2,361,2.0,"{""M1"": 1.11, ""M2"": 0.82, ""M3"": 0.81, ""M4"": 1.12, ""M5"": 1.22, ""M6"": 1.01, ""M7"": 1.16, ""M8"": 1.22, ""M9"": 1.22, ""M10"": 0.88, ""M11"": 1.19, ""M12"": 0.87}"
way/211626524,NH48,276,very_bad,18.0565099,74.0124363,18.0560091,74.0128035,trunk,yes,2,85,MA-NH48-SEG-0276,NH48 Segment 276,74.9,98.9,State PWD,State,24.0,4,bitumen,2008,2020.0,active,Maharashtra,Kolhapur,Dhule,plain,steep,steep,high,False,False,True,True,1081.9,14884,42.5,1178,1.5,"{""M1"": 0.87, ""M2"": 0.89, ""M3"": 1.14, ""M4"": 0.82, ""M5"": 0.99, ""M6"": 0.93, ""M7"": 0.9, ""M8"": 1.07, ""M9"": 1.2, ""M10"": 0.77, ""M11"": 1.12, ""M12"": 1.15}"
way/211854784,NH48,277,good,17.7123238,74.0269207,17.7236887,74.0236071,trunk,yes,2,85,MA-NH48-SEG-0277,NH48 Segment 277,187.1,207.2,State PWD,State,20.1,2,bitumen,2007,,active,Maharashtra,Pune,Umred,plain,plain,steep,low,False,False,False,False,33.3,3714,32.5,884,2.0,"{""M1"": 1.19, ""M2"": 1.13, ""M3"": 0.95, ""M4"": 0.77, ""M5"": 1.18, ""M6"": 1.16, ""M7"": 1.22, ""M8"": 0.99, ""M9"": 0.96, ""M10"": 1.17, ""M11"": 1.11, ""M12"": 1.19}"
way/211854785,NH48,278,very_bad,17.7237591,74.0237377,17.7123135,74.0270701,trunk,yes,2,85,MA-NH48-SEG-0278,NH48 Segment 278,27.3,40.3,Municipality,Urban,13.0,6,gravel,2018,,active,Maharashtra,Pune,Sawantwadi,ghat,hilly,flat,low,True,False,True,False,1097.7,23211,31.5,1068,0.5,"{""M1"": 0.87, ""M2"": 1.11, ""M3"": 1.13, ""M4"": 1.07, ""M5"": 0.82, ""M6"": 1.05, ""M7"": 0.96, ""M8"": 1.22, ""M9"": 0.98, ""M10"": 1.19, ""M11"": 0.82, ""M12"": 0.84}"
way/211854786,NH48,279,average,17.7695573,73.9882824,17.7239561,74.0236038,trunk,yes,2,85,MA-NH48-SEG-0279,NH48 Segment 279,39.7,58.7,Municipality,Urban,19.0,6,concrete,2003,,active,Maharashtra,Kolhapur,Mangalwedha,plain,plain,moderate,medium,False,False,False,True,215.1,27974,15.2,1320,1.5,"{""M1"": 0.82, ""M2"": 1.23, ""M3"": 0.84, ""M4"": 1.03, ""M5"": 0.76, ""M6"": 1.01, ""M7"": 1.14, ""M8"": 1.21, ""M9"": 1.16, ""M10"": 1.0, ""M11"": 0.86, ""M12"": 0.85}"
way/211854787,NH48,280,good,17.7239498,74.0234368,17.7695076,73.9881724,trunk,yes,2,85,MA-NH48-SEG-0280,NH48 Segment 280,123.5,146.6,Municipality,Inter-State,23.1,4,earthen,2009,2016.0,active,Maharashtra,Dhule,Bhor,ghat,hilly,steep,medium,True,False,True,False,49.7,7884,19.2,2195,2.0,"{""M1"": 0.82, ""M2"": 0.91, ""M3"": 1.1, ""M4"": 1.09, ""M5"": 1.11, ""M6"": 1.1, ""M7"": 1.12, ""M8"": 0.88, ""M9"": 0.8, ""M10"": 0.78, ""M11"": 0.92, ""M12"": 0.87}"
way/211854788,NH48,281,average,17.6958475,74.0251663,17.6961267,74.0251996,trunk,yes,2,85,MA-NH48-SEG-0281,NH48 Segment 281,175.4,183.0,PMGSY,State,7.6,4,bitumen,2008,2023.0,active,Maharashtra,Raigad,Bhor,ghat,hilly,moderate,high,True,False,True,True,43.4,10534,15.8,2045,2.0,"{""M1"": 0.91, ""M2"": 1.24, ""M3"": 1.0, ""M4"": 1.24, ""M5"": 0.89, ""M6"": 0.93, ""M7"": 0.97, ""M8"": 1.2, ""M9"": 0.88, ""M10"": 1.16, ""M11"": 1.21, ""M12"": 1.01}"
way/211854789,NH48,282,good,17.7112473,74.0268325,17.7123238,74.0269207,trunk,yes,2,85,MA-NH48-SEG-0282,NH48 Segment 282,198.8,222.3,State PWD,State,23.5,6,concrete,1999,2010.0,active,Maharashtra,Nashik,Mahad,plateau,plain,moderate,medium,False,False,False,False,469.2,21351,42.5,566,1.5,"{""M1"": 0.81, ""M2"": 1.11, ""M3"": 0.82, ""M4"": 0.92, ""M5"": 0.85, ""M6"": 0.89, ""M7"": 1.17, ""M8"": 1.12, ""M9"": 1.16, ""M10"": 1.03, ""M11"": 1.08, ""M12"": 0.86}"
way/211854790,NH48,283,good,17.7236887,74.0236071,17.7239498,74.0234368,trunk,yes,2,85,MA-NH48-SEG-0283,NH48 Segment 283,5.9,20.1,State PWD,Urban,14.2,4,bitumen,2020,2009.0,active,Maharashtra,Kolhapur,Mangalwedha,ghat,steep,steep,high,True,False,True,True,1147.6,15078,13.2,984,1.0,"{""M1"": 1.23, ""M2"": 1.05, ""M3"": 0.75, ""M4"": 1.23, ""M5"": 1.08, ""M6"": 1.23, ""M7"": 0.91, ""M8"": 1.12, ""M9"": 1.12, ""M10"": 1.23, ""M11"": 1.03, ""M12"": 0.86}"
way/211854791,NH48,284,average,17.6961172,74.0253078,17.6958376,74.0252745,trunk,yes,2,85,MA-NH48-SEG-0284,NH48 Segment 284,155.8,166.5,PMGSY,Inter-State,10.7,2,concrete,2022,2019.0,active,Maharashtra,Kolhapur,Mangalwedha,coastal,hilly,moderate,low,True,False,True,False,267.3,24493,35.0,2160,0.5,"{""M1"": 1.15, ""M2"": 1.12, ""M3"": 1.21, ""M4"": 1.2, ""M5"": 1.05, ""M6"": 0.93, ""M7"": 0.8, ""M8"": 0.93, ""M9"": 0.85, ""M10"": 0.97, ""M11"": 0.94, ""M12"": 0.88}"
way/211854792,NH48,285,average,17.7882044,73.9809227,17.7880049,73.981001,trunk,yes,2,85,MA-NH48-SEG-0285,NH48 Segment 285,93.6,100.2,Municipality,Urban,6.6,2,bitumen,2013,,active,Maharashtra,Nagpur,Mulshi,coastal,steep,steep,low,False,False,True,True,217.3,14883,11.7,1836,1.5,"{""M1"": 1.2, ""M2"": 1.17, ""M3"": 1.01, ""M4"": 0.9, ""M5"": 0.77, ""M6"": 0.79, ""M7"": 0.77, ""M8"": 0.8, ""M9"": 0.96, ""M10"": 0.8, ""M11"": 1.08, ""M12"": 1.03}"
way/211854793,NH48,286,average,17.9102624,73.9727263,17.910466,73.9727959,trunk,yes,2,85,MA-NH48-SEG-0286,NH48 Segment 286,117.4,131.5,PMGSY,National,14.1,4,bitumen,2019,2019.0,active,Maharashtra,Dhule,Bhor,coastal,plain,moderate,high,False,True,False,True,19.7,8174,40.1,989,2.0,"{""M1"": 1.19, ""M2"": 0.84, ""M3"": 0.84, ""M4"": 1.12, ""M5"": 1.05, ""M6"": 1.19, ""M7"": 0.8, ""M8"": 1.02, ""M9"": 0.75, ""M10"": 0.81, ""M11"": 0.84, ""M12"": 0.99}"
way/211854794,NH48,287,very_bad,17.7239561,74.0236038,17.7237591,74.0237377,trunk,yes,2,85,MA-NH48-SEG-0287,NH48 Segment 287,29.1,38.9,PMGSY,Inter-State,9.8,6,bitumen,2018,2008.0,active,Maharashtra,Kolhapur,Umred,ghat,hilly,steep,low,False,False,True,False,346.3,17981,24.0,2234,2.0,"{""M1"": 1.13, ""M2"": 0.82, ""M3"": 0.96, ""M4"": 0.81, ""M5"": 1.2, ""M6"": 1.12, ""M7"": 0.97, ""M8"": 0.99, ""M9"": 0.76, ""M10"": 0.97, ""M11"": 0.87, ""M12"": 0.9}"
way/211854795,NH48,288,good,17.9677292,73.9854964,17.9681343,73.9855745,trunk,yes,2,85,MA-NH48-SEG-0288,NH48 Segment 288,142.7,158.3,Municipality,National,15.6,6,gravel,2011,2017.0,active,Maharashtra,Nashik,Umred,plateau,hilly,flat,high,False,False,True,True,891.1,23865,27.0,841,1.0,"{""M1"": 1.07, ""M2"": 1.19, ""M3"": 0.81, ""M4"": 1.06, ""M5"": 1.07, ""M6"": 0.97, ""M7"": 0.97, ""M8"": 0.83, ""M9"": 1.11, ""M10"": 0.98, ""M11"": 0.97, ""M12"": 1.0}"
way/211854796,NH48,289,good,17.9104216,73.9728949,17.9102197,73.9728259,trunk,yes,2,85,MA-NH48-SEG-0289,NH48 Segment 289,121.1,128.1,NHAI,National,7.0,4,bitumen,2011,2018.0,active,Maharashtra,Dhule,Bhor,plateau,plain,moderate,low,False,False,True,False,124.6,3659,42.4,1925,2.0,"{""M1"": 1.03, ""M2"": 1.25, ""M3"": 0.93, ""M4"": 0.88, ""M5"": 1.09, ""M6"": 0.84, ""M7"": 1.18, ""M8"": 1.0, ""M9"": 1.15, ""M10"": 0.92, ""M11"": 0.81, ""M12"": 0.86}"
way/211854797,NH48,290,good,17.7123135,74.0270701,17.7112406,74.0269905,trunk,yes,2,85,MA-NH48-SEG-0290,NH48 Segment 290,194.7,215.3,Municipality,State,20.6,2,earthen,2017,2014.0,active,Maharashtra,Nagpur,Mahad,urban_corridor,steep,steep,medium,True,False,True,False,102.1,14210,35.1,1831,1.5,"{""M1"": 0.77, ""M2"": 0.8, ""M3"": 1.06, ""M4"": 1.19, ""M5"": 1.21, ""M6"": 0.83, ""M7"": 0.9, ""M8"": 0.97, ""M9"": 1.0, ""M10"": 1.12, ""M11"": 0.8, ""M12"": 1.07}"
way/211854798,NH48,291,very_bad,17.7879695,73.9808983,17.7881687,73.9808201,trunk,yes,2,85,MA-NH48-SEG-0291,NH48 Segment 291,132.9,140.9,Municipality,National,8.0,2,gravel,2022,2021.0,active,Maharashtra,Kolhapur,Shrivardhan,plain,hilly,moderate,low,False,False,False,False,1041.5,11697,24.7,2920,1.5,"{""M1"": 0.96, ""M2"": 0.95, ""M3"": 0.98, ""M4"": 1.18, ""M5"": 1.15, ""M6"": 0.93, ""M7"": 0.76, ""M8"": 0.82, ""M9"": 0.75, ""M10"": 1.15, ""M11"": 1.22, ""M12"": 0.79}"
way/211854799,NH48,292,very_bad,17.6912336,74.0245909,17.6958475,74.0251663,trunk,yes,2,85,MA-NH48-SEG-0292,NH48 Segment 292,148.4,171.6,Municipality,Inter-State,23.2,6,earthen,1998,2018.0,active,Maharashtra,Solapur,Sawantwadi,plain,steep,steep,medium,True,False,True,False,371.8,13171,36.5,787,0.5,"{""M1"": 1.21, ""M2"": 1.1, ""M3"": 0.97, ""M4"": 0.85, ""M5"": 1.02, ""M6"": 1.14, ""M7"": 1.08, ""M8"": 1.1, ""M9"": 1.19, ""M10"": 1.14, ""M11"": 0.95, ""M12"": 0.85}"
way/211854800,NH48,293,good,17.6958376,74.0252745,17.6912201,74.0246986,trunk,yes,2,85,MA-NH48-SEG-0293,NH48 Segment 293,177.9,193.7,Municipality,State,15.8,4,gravel,2006,,active,Maharashtra,Dhule,Haveli,urban_corridor,steep,steep,low,True,False,True,False,125.8,18930,30.4,3320,1.5,"{""M1"": 0.96, ""M2"": 1.0, ""M3"": 1.12, ""M4"": 1.17, ""M5"": 0.88, ""M6"": 1.0, ""M7"": 0.81, ""M8"": 1.13, ""M9"": 1.22, ""M10"": 0.97, ""M11"": 1.04, ""M12"": 0.75}"
way/211854802,NH48,294,average,17.910466,73.9727959,17.961384,73.9845352,trunk,yes,2,85,MA-NH48-SEG-0294,NH48 Segment 294,19.7,38.9,PMGSY,National,19.2,2,gravel,2011,,active,Maharashtra,Solapur,Patan,ghat,plain,moderate,low,False,False,False,False,826.0,16930,26.6,3189,1.0,"{""M1"": 0.99, ""M2"": 0.97, ""M3"": 0.93, ""M4"": 1.01, ""M5"": 1.04, ""M6"": 1.01, ""M7"": 0.95, ""M8"": 0.88, ""M9"": 1.0, ""M10"": 0.96, ""M11"": 0.97, ""M12"": 1.22}"
way/211854803,NH48,295,very_bad,17.9639039,73.9849244,17.9104216,73.9728949,trunk,yes,2,85,MA-NH48-SEG-0295,NH48 Segment 295,73.9,97.9,Municipality,State,24.0,2,gravel,2017,2023.0,active,Maharashtra,Kolhapur,Alibag,coastal,hilly,moderate,medium,False,False,False,True,538.4,13076,37.4,2078,1.0,"{""M1"": 0.89, ""M2"": 1.01, ""M3"": 0.81, ""M4"": 0.9, ""M5"": 0.94, ""M6"": 0.9, ""M7"": 0.76, ""M8"": 0.82, ""M9"": 1.14, ""M10"": 0.96, ""M11"": 1.22, ""M12"": 0.9}"
way/211854804,NH48,296,good,17.9681343,73.9855745,18.0067624,73.9971013,trunk,yes,2,85,MA-NH48-SEG-0296,NH48 Segment 296,100.9,115.1,State PWD,Urban,14.2,2,earthen,2012,2010.0,active,Maharashtra,Pune,Sinnar,plain,steep,steep,high,False,False,True,False,892.7,18477,41.4,624,1.0,"{""M1"": 0.91, ""M2"": 1.15, ""M3"": 1.08, ""M4"": 0.95, ""M5"": 0.87, ""M6"": 0.95, ""M7"": 1.02, ""M8"": 1.23, ""M9"": 1.2, ""M10"": 1.12, ""M11"": 1.07, ""M12"": 1.18}"
way/211854805,NH48,297,good,17.961384,73.9845352,17.9639087,73.9848157,trunk,yes,2,85,MA-NH48-SEG-0297,NH48 Segment 297,55.0,64.1,NHAI,Urban,9.1,6,gravel,2020,2013.0,active,Maharashtra,Dhule,Shrivardhan,plateau,plain,flat,low,False,True,True,False,387.3,2897,35.0,1352,2.0,"{""M1"": 1.02, ""M2"": 0.91, ""M3"": 1.04, ""M4"": 1.0, ""M5"": 1.22, ""M6"": 0.92, ""M7"": 0.84, ""M8"": 0.76, ""M9"": 1.01, ""M10"": 0.94, ""M11"": 0.8, ""M12"": 1.24}"
way/211854806,NH48,298,good,17.9639087,73.9848157,17.9677292,73.9854964,trunk,yes,2,85,MA-NH48-SEG-0298,NH48 Segment 298,64.0,77.3,State PWD,Urban,13.3,2,earthen,2008,,active,Maharashtra,Pune,Mangalwedha,plateau,hilly,steep,medium,True,False,True,False,595.5,27660,43.9,1661,1.0,"{""M1"": 1.13, ""M2"": 1.04, ""M3"": 1.0, ""M4"": 1.13, ""M5"": 0.94, ""M6"": 0.81, ""M7"": 0.78, ""M8"": 0.98, ""M9"": 0.95, ""M10"": 0.99, ""M11"": 0.95, ""M12"": 0.87}"
way/211854807,NH48,299,good,17.9677117,73.9856034,17.9639039,73.9849244,trunk,yes,2,85,MA-NH48-SEG-0299,NH48 Segment 299,107.4,120.9,Municipality,Inter-State,13.5,2,gravel,2015,2010.0,active,Maharashtra,Dhule,Dhule,urban_corridor,plain,steep,low,False,False,False,False,251.4,18548,43.5,1435,1.5,"{""M1"": 1.06, ""M2"": 1.08, ""M3"": 0.83, ""M4"": 0.78, ""M5"": 1.21, ""M6"": 0.89, ""M7"": 0.88, ""M8"": 1.09, ""M9"": 1.25, ""M10"": 1.17, ""M11"": 0.86, ""M12"": 1.17}"
way/211854808,NH48,300,very_bad,17.6961267,74.0251996,17.7112473,74.0268325,trunk,yes,2,85,MA-NH48-SEG-0300,NH48 Segment 300,52.3,72.4,PMGSY,Inter-State,20.1,4,earthen,2012,,active,Maharashtra,Kolhapur,Dhule,plateau,plain,flat,low,False,False,True,True,913.4,24847,44.4,643,2.0,"{""M1"": 1.23, ""M2"": 0.91, ""M3"": 1.21, ""M4"": 0.82, ""M5"": 1.21, ""M6"": 1.05, ""M7"": 0.75, ""M8"": 0.75, ""M9"": 0.84, ""M10"": 1.03, ""M11"": 1.1, ""M12"": 0.99}"
way/211854809,NH48,301,average,17.7112406,74.0269905,17.7086746,74.0265758,trunk,yes,2,85,MA-NH48-SEG-0301,NH48 Segment 301,187.1,201.0,NHAI,Inter-State,13.9,4,gravel,2005,2020.0,active,Maharashtra,Solapur,Kamptee,plain,steep,steep,medium,True,False,True,True,878.7,24032,33.9,2446,1.0,"{""M1"": 1.21, ""M2"": 0.93, ""M3"": 0.79, ""M4"": 1.06, ""M5"": 0.9, ""M6"": 1.11, ""M7"": 0.87, ""M8"": 1.0, ""M9"": 0.93, ""M10"": 0.89, ""M11"": 1.2, ""M12"": 1.1}"
way/211854810,NH48,302,good,17.8709503,73.9640903,17.9102624,73.9727263,trunk,yes,2,85,MA-NH48-SEG-0302,NH48 Segment 302,117.6,137.5,State PWD,Urban,19.9,6,concrete,2002,,active,Maharashtra,Nashik,Mangalwedha,coastal,hilly,steep,low,False,False,False,True,902.7,25639,17.9,1270,2.0,"{""M1"": 1.11, ""M2"": 0.89, ""M3"": 1.17, ""M4"": 0.76, ""M5"": 1.23, ""M6"": 1.09, ""M7"": 1.06, ""M8"": 1.09, ""M9"": 1.19, ""M10"": 0.75, ""M11"": 0.96, ""M12"": 1.09}"
way/211854811,NH48,303,very_bad,17.9102197,73.9728259,17.8708435,73.964101,trunk,yes,2,85,MA-NH48-SEG-0303,NH48 Segment 303,89.7,94.8,Municipality,Urban,5.1,6,gravel,2004,,active,Maharashtra,Pune,Sakri,coastal,hilly,flat,low,False,False,False,False,922.6,22308,25.4,523,2.0,"{""M1"": 0.86, ""M2"": 1.09, ""M3"": 1.23, ""M4"": 1.21, ""M5"": 0.85, ""M6"": 0.91, ""M7"": 0.78, ""M8"": 1.06, ""M9"": 0.76, ""M10"": 0.97, ""M11"": 0.76, ""M12"": 1.15}"
way/212383950,NH48,304,very_bad,18.7559541,73.5226161,18.7606823,73.4653846,trunk,yes,2,N/A,MA-NH48-SEG-0304,NH48 Segment 304,25.0,49.5,State PWD,National,24.5,2,concrete,1999,,active,Maharashtra,Solapur,Bhor,plain,hilly,moderate,medium,False,False,True,False,31.7,18955,21.6,920,0.5,"{""M1"": 1.15, ""M2"": 0.78, ""M3"": 1.06, ""M4"": 0.97, ""M5"": 0.8, ""M6"": 0.78, ""M7"": 0.78, ""M8"": 1.17, ""M9"": 0.95, ""M10"": 1.06, ""M11"": 0.96, ""M12"": 1.18}"
way/212383955,NH48,305,good,18.7601155,73.4396295,18.7592394,73.4307044,trunk,yes,2,N/A,MA-NH48-SEG-0305,NH48 Segment 305,2.6,21.9,Municipality,Urban,19.3,2,gravel,2016,2012.0,active,Maharashtra,Solapur,Sakri,plateau,steep,steep,medium,False,False,True,False,782.3,6745,12.1,2209,0.5,"{""M1"": 0.81, ""M2"": 1.0, ""M3"": 0.93, ""M4"": 0.99, ""M5"": 1.06, ""M6"": 0.84, ""M7"": 0.82, ""M8"": 0.77, ""M9"": 0.81, ""M10"": 1.04, ""M11"": 1.01, ""M12"": 1.08}"
